text,Joy,Fear,Anger,Sadness,Surprise
I cringe because I have a morbid fear of STDs.,0,1,0,0,0
"It was a perfectly clear night, and I mean like we could see the Milky Way.",1,0,0,0,1
"My knee was bound in an ace bandage and I could walk without limping, but still.",0,1,0,1,0
"Shortly, he went to lie on the couch and fell asleep.",1,0,0,0,0
"I feel like my stomach's had a growth spurt, which leaves me aching and sore.",0,1,0,1,0
"When I fell asleep in some strangers bedroom at some strangers party, and some stangers held my arms, my legs, and never took `` no '' for an answer, and there we were.",0,1,1,1,0
"Still had sex with her, though.",1,0,0,0,0
They did the same thing come Mother's Day but guess what?,0,0,1,0,1
"It hit ground floor with a heavy bump, my stomach bounced into my throat and back again.",0,1,0,0,0
"One is explainable, the other still stumps me.",0,1,0,0,1
Boy was I wrong.,0,1,0,1,1
It was up-hill to get to school.....and up-hill again walking back home.,0,1,0,1,0
"I can't stand the gelatinous tomato soup bit, or the soggy noodle letters, or the taste.",0,1,1,0,0
( Is it inappropriate that I can't get Steve Wonder's `` Writings on the Walls '' out of my head now...? ),1,1,0,0,0
I believe he was just going to scare me and not anything worse.,0,1,0,0,1
I tried to understand the thoughts and mixed emotions that were running through my head.,0,1,0,0,0
Apparently it wasn't as life threatening as I believed at the time because the doctor didn't want to mar my forehead with stitches so I got butterfly bandages instead.,0,1,0,1,0
"I was just determined to do it, got my head down and went ahead with it.",1,0,0,0,0
"I put on way more neosporin than I could possibly need, and then about five bandaids layered over it, because it's at the outside of the first joint of my thumb.",0,1,0,0,0
Sadly we have yet to act on this brilliant plan.,0,0,0,1,0
Idk what to believe..,0,1,0,1,1
she is an alcoholic.,0,1,0,1,0
it got so bad that in the car on the way home i had to put the air on full blast and put my head down in the car to try to keep it cool so it didn't ich so much.,0,1,0,1,0
some insulting some nice.,1,0,1,0,0
"then this foul stench hits my nose, like someone had taken a shit in a pair of socks and then worn them for a week straight.",0,0,1,0,0
Again the stinging and the audience getting into my head and after several blows I called yellow again.,0,1,0,1,0
i closed my eyes and heard something hit the ground.,0,1,0,0,1
I definitely ended up with a plastic burn on my elbow.,0,1,0,0,0
"So when the laughing fit stopped, back to my seat I went with a big ole smile across my face.",1,0,0,0,0
Just going in circles.,0,1,1,1,0
NEVER saw the kid again.,0,0,0,1,0
"Nothing, so if i can illuminate the flying object, then i will have a rough estimate about its height.",0,1,0,0,1
Edward rid me of my distraction by biting my shoulder.,0,1,0,0,0
"She hit Katahdin, and celebrated.",1,0,1,0,0
the ledge of the beadboard dug into my back.,0,1,0,1,0
That's when tears streak down my cheeks.,0,1,0,1,0
Well literally no one showed up.,0,0,0,1,1
and I nodded my head.,0,0,0,0,0
It was very weird.,0,1,0,0,1
I was going up to see my Avs play the Red Wings.,1,0,0,0,0
"i'm happy that someone was there, but then again, there still is that part of me, driven deep down and rooted in the ground that keeps on whispering in my ear, `` in the end, all you got is you, remember that. ''",1,1,0,1,0
"Everything, and I mean everything, matched up.",1,0,0,0,0
The whole house and the people and the flame seemed to vanish and leave me in an endless darkness as soon as my eyes were closed.,0,1,0,1,0
Nobody on the other end.,0,1,0,0,1
My mouth by then like cardboard.,0,0,0,0,0
"He picked her up and put her in front of a mirror and said : ""Look, look at you!",1,0,0,0,1
Which means I have a ton of extra time on my hands.,1,0,0,0,0
"Jimmy gently poured some into my mouth, dipping my head back and asking me to swallow.",0,0,0,0,0
Needless to say I was kind of scared.,0,1,0,0,0
It never came up.,0,0,0,0,1
I immediately pulled over and tried to grab him but he ran past me.,0,1,1,0,1
"As usual, I was attempting to jump off as far as I could go.",1,1,0,0,0
My brain is fried at this point.,0,1,0,0,0
"pops been moved out of icu now and he's going well, but now i've sprained my wrist... stupid hockey!",0,1,1,1,0
After that we took a taxi home... Right now my leg hurts and while im typing this the photos are uploading... see ya...,0,1,1,1,0
We headed north on a sunny Saturday morning in what has become our standard mode of travel-Todd with the steering wheel in one hand and a cup of coffee in the other; me with my nose buried in a book.,1,0,0,0,0
"The room was small but brightly lit and I sat on a two-seater couch facing the counselor across the room, as opposed to lounging on my back while staring at the ceiling with the lights dimmed.So what did I learn?",0,0,0,0,0
After having a couple different catheters in my chest for the last two years.,0,1,0,1,0
"Rolling fire and earth fill my vision, the hairs on my arm stand up and then burn, my skin blisters, and still I watch as doom comes my way, the end of all, and suddenly calm.",0,1,0,1,1
"I live completely alone, and as I pull the popcorn out of the pantry, I hear an ominously distinct ""SSSSHHHH"" sound.",0,1,0,0,1
"My heart is broke, There's nothing to steal.",0,0,0,1,0
This is my creepiest real story.,0,1,0,0,1
There was a swath of terrain in between two apple trees that had been tamped down.,0,1,0,0,1
"Overall it was a pleasant night, with three standout incidents.",1,0,0,0,0
"I felt sick to my stomach with fear, and struggled against every ounce of strength I had when he finally untied me from my chair.",0,1,0,1,0
I realized I was now down to my last 20 Pound note and some coins ( which I have yet to figure out ) so I decided to keep my eye open for an ATM.,0,1,0,0,0
it was sweet but when i woke up it taste bitter got some tears in my eyes.,0,0,0,1,0
"Fortunately the kindly ajeoshis and ajummas that I rented the scooter from helped me get on a bus to the other ferry, but not before pulling me up a seat to thier table and shoving succulant watermelon in my face.",1,0,0,0,1
- My throat is very dry now and keep on coughing.,0,1,0,0,0
"The file it was supposed to play became completely corrupt, and I had a very strange nightmare.",0,1,0,1,1
"As soon as I started climbing, my hands felt toasty warm.",1,0,0,0,0
"Nothing in his bed, not on his pillow, not on the bed, not on any doorhandles...nothing.",0,1,0,1,1
"26 January 2011 @ 04:45 pm Boys & Girls 718 Crawled out of bed at a disgraceful hour, was stuffing my face with chocolate cereal... The doorbell rings REALLY violently-you know people can ring the doorbell really commandingly and scairly, yeah like that.",0,1,0,0,0
"`` Yes, '' I said, the old mask of indifference placed on my face.",0,0,0,0,0
"The cat sits there, paralyzed and in agony.",0,1,0,1,0
"As my friend Steve called for better directions and as he was getting them, I fell again thinking I could break and quickly put my foot on the curb.",0,1,0,1,0
"While packing up our booth at CHA, I momentarily threw my back out.",0,1,0,0,0
"So they decided to throw me a ""90s McDonalds"" Birthday party.",1,0,0,0,1
"The first one was far enough ahead that it didn't startle me so much.Anyway, for the gruesomely curious, here are some pics of my injuries: My elbow got the worst of it.",0,1,1,1,0
"This week, I've found myself on my knees, crying for no reason.",0,0,0,1,0
The look of shock on his sugar-infused face will be seared into my memory until the end of time.,0,1,0,0,1
"Leaning my head back into the basin, I close my eyes and as the young girl behind me streams hot water through my hair, I feel the jangling tension slowly subsiding inside my body.",1,0,0,0,0
"He was about 5% blockage away from the widow maker, and also suffered a minor stroke.",0,1,0,1,1
"Now my parents live in the foothills, and the college is in a large valley.",0,0,0,0,0
You don't understand.,0,1,1,0,0
Nothing but fine grey and tan sand as far as my eyes could see.,0,0,0,1,0
When I was just under 2 years old we started renting a crappy tiny little house out in the boonies.,0,0,0,1,0
"Amber, on the other hand, was missing a boyfriend.",0,0,0,1,0
Several times in the last couple weeks I've had to scratch my head cleverly for a few minutes trying to figure out how to get into my office.,0,1,0,0,0
Open to close person.,0,0,0,0,0
My jaw dropped and apparently the look of horror on my face was priceless.,0,1,0,0,1
"My knuckles growing whiter and whiter, my mind screaming at me that we should be out of here, we should almost be home.",0,1,1,0,0
"It worked, I was scared shitless for the rest of the visit.",0,1,0,0,0
"My latest conquest, so proud they'd be.",1,0,0,0,0
The couple broke up a few months after we moved in and the tension was insane.,0,1,1,1,1
The person becomes extremely powerful,0,1,0,0,1
"When I first saw Tangled on Thanksgiving, it ate my brain.",1,0,0,0,1
Posted by Melissa at 10:29 AM Atrial Fibrillation Revisit At the end of lunch on Tuesday I felt my heart start racing.,0,1,0,0,0
Voice will occassionally change like in the movies.,0,0,0,0,1
My parents blame me.,0,1,1,1,0
My stomach even started giving me fits.,0,1,0,1,0
I immediately stretched my arm to grab my phone.,0,0,0,0,0
The first hour I couldn't even move.,0,1,0,1,0
Then again but harder.,0,0,0,0,0
"My hands, my lips, my touch These and are few to what it takes To build something no one can imagine.",1,0,0,0,0
"My eyes are half-closed, heavy from the liquor and not sleepin, but still they're watchful of the tender, who they suspect of fueling the glass every time I leave to piss.",0,1,0,0,0
I loved watching the planes fly over us and then this one plane was somehow flying in reverse direction.,1,0,0,0,1
skudai * < 3 > i can closed my heart and my mind.,0,0,0,0,0
"driving 20 some year old cars, or nearly.",0,0,0,0,1
I have never been so embarrassed.,0,1,0,1,0
"Then, without warning, they disperse.",0,1,0,0,1
"Needless to say, I turned her down.",0,0,0,0,0
"I began to start running away again, but I tripped and fell flat on my back.",0,1,0,1,0
Spirit-search my heart,0,0,0,0,0
I will never forget hat day.,0,0,0,1,1
That's pretty creepy.,0,1,0,0,1
Mom asked us all to sit down and that's when my heart began to sink.,0,1,0,1,0
and it constantly feels like thoughts are racing through my head.,0,1,0,1,0
I'm feeling my eyes drift a bit so I guess I better attempt to try to go to sleep... I have to go to my mom's work at 7 to help her out.,0,1,0,1,0
"To this day, I can't go to the doctor without maniacally spelling `` vaccinations '' in my head, just to make sure I remember how.",0,1,0,0,0
